Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,ElectricityBill
20,23.0,3.0,21.0,1.0,0,9,Rawalpindi,Islamabad Electric Supply Company (IESCO),702,32041.91
7,19.0,3.0,7.0,1.0,0,7,Lahore,Lahore Electric Supply Company (LESCO),495,20594.78
18,23.0,0.0,19.0,12.0,0,3,Lahore,Lahore Electric Supply Company (LESCO),678,30646.58
18,22.0,1.0,13.0,1.0,0,12,Abbottabad,Peshawar Electric Supply Company (PESCO),422,16902.03
23,23.0,2.0,8.0,12.0,0,6,Abbottabad,Peshawar Electric Supply Company (PESCO),553,23616.68
6,19.0,2.0,22.0,7.0,0,10,Faisalabad,Faisalabad Electric Supply Company (FESCO),447,18166.67
17,22.0,1.0,5.0,12.0,0,8,Multan,Multan Electric Power Company (MEPCO),445,18065.5
5,22.0,0.0,3.0,1.0,0,7,Rawalpindi,Islamabad Electric Supply Company (IESCO),332,12529.01
8,21.0,1.0,20.0,1.0,0,5,Abbottabad,Peshawar Electric Supply Company (PESCO),647,28860.51
23,23.0,1.0,18.0,1.0,0,5,Peshawar,Peshawar Electric Supply Company (PESCO),694,31568.43
17,23.0,2.0,7.0,12.0,0,8,Faisalabad,Faisalabad Electric Supply Company (FESCO),680,30761.82
18,22.0,2.0,14.0,1.0,0,6,Hyderabad,Hyderabad Electric Supply Company (HESCO),629,27823.44
6,19.0,1.0,21.0,1.0,0,7,Rawalpindi,Islamabad Electric Supply Company (IESCO),438,17711.4
20,23.0,0.0,8.0,12.0,0,4,Quetta,Quetta Electric Supply Company (QESCO),492,20443.02
5,17.0,0.0,22.0,1.0,0,11,Quetta,Quetta Electric Supply Company (QESCO),283,10278.3
7,22.0,3.0,19.0,1.0,0,2,Sukkur,Sukkur Electric Power Company (SEPCO),524,22101.58
22,23.0,2.0,17.0,12.0,0,10,Sialkot,Gujranwala Electric Power Company (GEPCO),866,42520.77
20,23.0,2.0,8.0,1.0,0,3,Sargodha,Faisalabad Electric Supply Company (FESCO),618,27189.67
5,19.0,3.0,17.0,1.0,0,3,Abbottabad,Peshawar Electric Supply Company (PESCO),423,16952.61
19,23.0,2.0,16.0,12.0,0,9,Faisalabad,Faisalabad Electric Supply Company (FESCO),689,31280.35
9,21.0,1.0,5.0,7.0,0,4,Abbottabad,Peshawar Electric Supply Company (PESCO),473,19481.9
9,21.0,2.0,16.0,1.0,0,2,Bahawalpur,Multan Electric Power Company (MEPCO),461,18874.87
8,18.0,1.0,10.0,7.0,0,11,Rawalpindi,Islamabad Electric Supply Company (IESCO),344,13104.32
17,22.0,0.0,16.0,12.0,0,1,Karachi,K-Electric (KE),728,33703.19
10,18.0,1.0,12.0,1.0,0,8,Abbottabad,Peshawar Electric Supply Company (PESCO),496,20645.37
5,19.0,0.0,6.0,7.0,0,6,Abbottabad,Peshawar Electric Supply Company (PESCO),402,15890.31
23,23.0,1.0,15.0,1.0,0,4,Islamabad,Islamabad Electric Supply Company (IESCO),468,19228.97
23,23.0,0.0,19.0,1.0,0,11,Bahawalpur,Multan Electric Power Company (MEPCO),469,19279.55
7,22.0,2.0,18.0,1.0,0,8,Gwadar,Quetta Electric Supply Company (QESCO),437,17660.81
16,23.0,2.0,13.0,1.0,0,11,Islamabad,Islamabad Electric Supply Company (IESCO),595,25871.78
23,22.0,2.0,16.0,1.0,0,9,Faisalabad,Faisalabad Electric Supply Company (FESCO),714,32808.66
19,23.0,1.0,6.0,12.0,0,4,Hyderabad,Hyderabad Electric Supply Company (HESCO),515,21631.38
17,22.0,0.0,11.0,1.0,0,8,Multan,Multan Electric Power Company (MEPCO),411,16345.58
6,21.0,3.0,10.0,1.0,0,11,Multan,Multan Electric Power Company (MEPCO),456,18621.94
23,22.0,0.0,11.0,1.0,0,6,Abbottabad,Peshawar Electric Supply Company (PESCO),421,16851.44
17,22.0,0.0,18.0,1.0,0,2,Karachi,K-Electric (KE),506,21161.18
23,23.0,2.0,8.0,12.0,0,9,Quetta,Quetta Electric Supply Company (QESCO),552,23564.43
5,22.0,0.0,15.0,1.0,0,4,Hyderabad,Hyderabad Electric Supply Company (HESCO),400,15789.14
23,22.0,1.0,4.0,1.0,0,6,Abbottabad,Peshawar Electric Supply Company (PESCO),420,16800.85
21,23.0,3.0,4.0,12.0,0,9,Peshawar,Peshawar Electric Supply Company (PESCO),590,25590.96
7,23.0,0.0,18.0,1.0,0,7,Sukkur,Sukkur Electric Power Company (SEPCO),389,15261.77
18,22.0,2.0,16.0,1.0,0,4,Hyderabad,Hyderabad Electric Supply Company (HESCO),616,27074.44
6,19.0,3.0,22.0,1.0,0,8,Peshawar,Peshawar Electric Supply Company (PESCO),571,24557.08
21,23.0,2.0,14.0,1.0,0,6,Gwadar,Quetta Electric Supply Company (QESCO),660,29609.51
9,17.0,0.0,21.0,1.0,0,9,Islamabad,Islamabad Electric Supply Company (IESCO),444,18014.91
6,22.0,0.0,11.0,1.0,0,12,Sukkur,Sukkur Electric Power Company (SEPCO),499,20797.12
19,23.0,1.0,17.0,1.0,0,6,Islamabad,Islamabad Electric Supply Company (IESCO),531,22467.3
10,23.0,3.0,10.0,1.0,0,6,Abbottabad,Peshawar Electric Supply Company (PESCO),561,24034.64
8,20.0,2.0,10.0,1.0,0,12,Sialkot,Gujranwala Electric Power Company (GEPCO),479,19785.41
15,23.0,3.0,21.0,12.0,0,5,Sukkur,Sukkur Electric Power Company (SEPCO),748,34981.1
15,23.0,1.0,14.0,12.0,0,7,Hyderabad,Hyderabad Electric Supply Company (HESCO),557,23825.66
23,22.0,0.0,10.0,12.0,0,7,Islamabad,Islamabad Electric Supply Company (IESCO),714,32808.66
18,23.0,2.0,6.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),548,23355.46
10,19.0,2.0,8.0,1.0,0,4,Abbottabad,Peshawar Electric Supply Company (PESCO),406,16092.65
22,22.0,2.0,19.0,1.0,0,12,Karachi,K-Electric (KE),654,29263.82
17,22.0,2.0,6.0,1.0,0,1,Rawalpindi,Islamabad Electric Supply Company (IESCO),355,13631.7
23,23.0,0.0,4.0,12.0,0,8,Faisalabad,Faisalabad Electric Supply Company (FESCO),536,22728.52
11,22.0,2.0,7.0,1.0,0,8,Islamabad,Islamabad Electric Supply Company (IESCO),328,12337.23
9,17.0,2.0,20.0,1.0,0,1,Abbottabad,Peshawar Electric Supply Company (PESCO),366,14159.07
6,19.0,1.0,4.0,1.0,0,2,Sargodha,Faisalabad Electric Supply Company (FESCO),345,13152.27
7,17.0,3.0,8.0,1.0,0,11,Lahore,Lahore Electric Supply Company (LESCO),398,15693.25
22,23.0,1.0,8.0,1.0,0,12,Sialkot,Gujranwala Electric Power Company (GEPCO),602,26267.82
22,23.0,2.0,12.0,12.0,0,5,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),684,30992.28
5,18.0,3.0,8.0,7.0,0,12,Hyderabad,Hyderabad Electric Supply Company (HESCO),577,24870.55
9,23.0,0.0,20.0,1.0,0,2,Rawalpindi,Islamabad Electric Supply Company (IESCO),334,12624.89
19,23.0,2.0,12.0,1.0,0,5,Karachi,K-Electric (KE),551,23512.19
21,22.0,1.0,3.0,1.0,0,3,Sargodha,Faisalabad Electric Supply Company (FESCO),355,13631.7
7,22.0,2.0,4.0,1.0,0,12,Karachi,K-Electric (KE),421,16851.44
12,22.0,1.0,6.0,1.0,0,8,Gwadar,Quetta Electric Supply Company (QESCO),297,10868.38
13,22.0,3.0,15.0,12.0,0,8,Karachi,K-Electric (KE),718,33064.24
21,22.0,1.0,17.0,12.0,0,4,Islamabad,Islamabad Electric Supply Company (IESCO),627,27708.21
16,23.0,0.0,9.0,1.0,0,9,Islamabad,Islamabad Electric Supply Company (IESCO),464,19026.62
15,22.0,0.0,5.0,1.0,0,2,Karachi,K-Electric (KE),339,12864.61
6,18.0,1.0,13.0,1.0,0,12,Multan,Multan Electric Power Company (MEPCO),314,11666.03
20,23.0,0.0,14.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),500,20847.71
19,22.0,1.0,13.0,1.0,0,12,Lahore,Lahore Electric Supply Company (LESCO),455,18571.35
15,23.0,3.0,13.0,1.0,0,7,Sialkot,Gujranwala Electric Power Company (GEPCO),658,29494.28
23,22.0,2.0,5.0,1.0,0,6,Bahawalpur,Multan Electric Power Company (MEPCO),478,19734.82
9,18.0,3.0,4.0,1.0,0,4,Lahore,Lahore Electric Supply Company (LESCO),486,20139.51
15,23.0,0.0,18.0,12.0,0,4,Faisalabad,Faisalabad Electric Supply Company (FESCO),618,27189.67
9,21.0,3.0,6.0,1.0,0,8,Peshawar,Peshawar Electric Supply Company (PESCO),560,23982.39
10,22.0,0.0,6.0,1.0,0,8,Gwadar,Quetta Electric Supply Company (QESCO),334,12624.89
7,18.0,1.0,8.0,1.0,0,12,Peshawar,Peshawar Electric Supply Company (PESCO),230,8044.43
14,22.0,0.0,4.0,1.0,0,2,Islamabad,Islamabad Electric Supply Company (IESCO),462,18925.45
17,23.0,1.0,9.0,1.0,0,10,Lahore,Lahore Electric Supply Company (LESCO),484,20038.34
7,19.0,3.0,13.0,1.0,0,2,Abbottabad,Peshawar Electric Supply Company (PESCO),431,17357.3
19,23.0,3.0,12.0,1.0,0,4,Islamabad,Islamabad Electric Supply Company (IESCO),582,25141.66
22,22.0,3.0,20.0,12.0,0,11,Faisalabad,Faisalabad Electric Supply Company (FESCO),858,42009.61
9,21.0,1.0,20.0,7.0,0,12,Karachi,K-Electric (KE),535,22676.27
16,23.0,2.0,10.0,1.0,0,1,Multan,Multan Electric Power Company (MEPCO),667,30012.82
10,20.0,2.0,19.0,1.0,0,5,Hyderabad,Hyderabad Electric Supply Company (HESCO),588,25478.64
16,23.0,1.0,21.0,12.0,0,11,Hyderabad,Hyderabad Electric Supply Company (HESCO),636,28226.74
19,23.0,1.0,7.0,12.0,0,1,Faisalabad,Faisalabad Electric Supply Company (FESCO),511,21422.4
14,23.0,3.0,15.0,12.0,0,5,Multan,Multan Electric Power Company (MEPCO),596,25927.94
16,23.0,2.0,7.0,1.0,0,9,Sialkot,Gujranwala Electric Power Company (GEPCO),569,24452.59
15,22.0,1.0,20.0,1.0,0,4,Peshawar,Peshawar Electric Supply Company (PESCO),577,24870.55
9,19.0,1.0,11.0,7.0,0,3,Gwadar,Quetta Electric Supply Company (QESCO),535,22676.27
17,22.0,1.0,15.0,1.0,0,2,Islamabad,Islamabad Electric Supply Company (IESCO),440,17812.57
21,22.0,2.0,11.0,1.0,0,12,Peshawar,Peshawar Electric Supply Company (PESCO),575,24766.06
11,22.0,1.0,3.0,1.0,0,11,Sargodha,Faisalabad Electric Supply Company (FESCO),398,15693.25
7,17.0,2.0,22.0,7.0,0,8,Sialkot,Gujranwala Electric Power Company (GEPCO),562,24086.88
14,22.0,3.0,9.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),643,28630.05
18,23.0,3.0,6.0,1.0,0,7,Karachi,K-Electric (KE),603,26325.44
21,22.0,2.0,13.0,1.0,0,2,Faisalabad,Faisalabad Electric Supply Company (FESCO),606,26498.29
15,23.0,0.0,16.0,12.0,0,6,Multan,Multan Electric Power Company (MEPCO),629,27823.44
11,23.0,0.0,8.0,1.0,0,8,Abbottabad,Peshawar Electric Supply Company (PESCO),317,11809.86
12,23.0,0.0,8.0,1.0,0,12,Lahore,Lahore Electric Supply Company (LESCO),307,11330.43
12,22.0,3.0,19.0,1.0,0,12,Gwadar,Quetta Electric Supply Company (QESCO),687,31165.12
22,23.0,0.0,17.0,1.0,0,9,Hyderabad,Hyderabad Electric Supply Company (HESCO),518,21788.11
16,23.0,3.0,3.0,1.0,0,9,Hyderabad,Hyderabad Electric Supply Company (HESCO),575,24766.06
10,18.0,1.0,4.0,1.0,0,5,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),433,17458.47
8,22.0,3.0,14.0,1.0,0,6,Karachi,K-Electric (KE),599,26096.43
17,22.0,1.0,9.0,1.0,0,9,Islamabad,Islamabad Electric Supply Company (IESCO),386,15117.94
21,23.0,2.0,12.0,12.0,0,11,Quetta,Quetta Electric Supply Company (QESCO),621,27362.51
16,23.0,2.0,4.0,1.0,0,4,Sargodha,Faisalabad Electric Supply Company (FESCO),545,23198.72
6,23.0,1.0,18.0,1.0,0,7,Bahawalpur,Multan Electric Power Company (MEPCO),624,27535.36
22,23.0,2.0,7.0,1.0,0,7,Multan,Multan Electric Power Company (MEPCO),484,20038.34
11,23.0,2.0,19.0,12.0,0,1,Islamabad,Islamabad Electric Supply Company (IESCO),728,33703.19
5,21.0,3.0,22.0,1.0,0,9,Peshawar,Peshawar Electric Supply Company (PESCO),543,23094.23
19,23.0,0.0,15.0,12.0,0,7,Bahawalpur,Multan Electric Power Company (MEPCO),648,28918.13
10,19.0,0.0,10.0,1.0,0,4,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),393,15453.54
19,22.0,3.0,16.0,12.0,0,7,Quetta,Quetta Electric Supply Company (QESCO),828,40092.74
14,22.0,1.0,8.0,12.0,0,12,Peshawar,Peshawar Electric Supply Company (PESCO),687,31165.12
13,23.0,2.0,17.0,12.0,0,4,Islamabad,Islamabad Electric Supply Company (IESCO),765,36067.33
12,23.0,3.0,12.0,1.0,0,8,Quetta,Quetta Electric Supply Company (QESCO),431,17357.3
17,23.0,0.0,14.0,12.0,0,12,Rawalpindi,Islamabad Electric Supply Company (IESCO),756,35492.27
10,18.0,2.0,6.0,1.0,0,9,Quetta,Quetta Electric Supply Company (QESCO),315,11713.97
14,23.0,2.0,20.0,1.0,0,4,Sialkot,Gujranwala Electric Power Company (GEPCO),622,27420.13
22,22.0,1.0,12.0,1.0,0,5,Islamabad,Islamabad Electric Supply Company (IESCO),545,23198.72
18,23.0,2.0,16.0,1.0,0,8,Rawalpindi,Islamabad Electric Supply Company (IESCO),718,33064.24
6,22.0,0.0,8.0,1.0,0,11,Quetta,Quetta Electric Supply Company (QESCO),482,19937.17
21,23.0,0.0,15.0,12.0,0,12,Faisalabad,Faisalabad Electric Supply Company (FESCO),593,25759.45
15,23.0,3.0,6.0,1.0,0,8,Abbottabad,Peshawar Electric Supply Company (PESCO),562,24086.88
19,23.0,0.0,14.0,1.0,0,2,Multan,Multan Electric Power Company (MEPCO),351,13439.93
12,23.0,2.0,4.0,1.0,0,12,Abbottabad,Peshawar Electric Supply Company (PESCO),436,17610.23
20,23.0,0.0,16.0,1.0,0,10,Islamabad,Islamabad Electric Supply Company (IESCO),514,21579.14
11,23.0,2.0,21.0,12.0,0,11,Lahore,Lahore Electric Supply Company (LESCO),714,32808.66
15,23.0,0.0,22.0,1.0,0,4,Abbottabad,Peshawar Electric Supply Company (PESCO),526,22206.07
5,21.0,3.0,16.0,1.0,0,2,Sargodha,Faisalabad Electric Supply Company (FESCO),564,24191.37
5,21.0,3.0,9.0,7.0,0,10,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),548,23355.46
19,22.0,2.0,11.0,1.0,0,12,Quetta,Quetta Electric Supply Company (QESCO),635,28169.13
19,22.0,1.0,3.0,1.0,0,3,Faisalabad,Faisalabad Electric Supply Company (FESCO),400,15789.14
18,23.0,0.0,7.0,1.0,0,4,Quetta,Quetta Electric Supply Company (QESCO),577,24870.55
16,23.0,3.0,15.0,1.0,0,7,Quetta,Quetta Electric Supply Company (QESCO),542,23041.99
8,22.0,0.0,6.0,1.0,0,6,Faisalabad,Faisalabad Electric Supply Company (FESCO),325,12193.4
5,21.0,1.0,3.0,1.0,0,4,Rawalpindi,Islamabad Electric Supply Company (IESCO),303,11138.65
23,23.0,0.0,6.0,1.0,0,11,Quetta,Quetta Electric Supply Company (QESCO),593,25759.45
20,23.0,1.0,16.0,1.0,0,11,Peshawar,Peshawar Electric Supply Company (PESCO),573,24661.57
22,22.0,0.0,7.0,1.0,0,12,Sukkur,Sukkur Electric Power Company (SEPCO),521,21944.85
22,23.0,1.0,9.0,1.0,0,7,Faisalabad,Faisalabad Electric Supply Company (FESCO),427,17154.95
16,22.0,1.0,20.0,1.0,0,12,Rawalpindi,Islamabad Electric Supply Company (IESCO),593,25759.45
20,23.0,0.0,21.0,1.0,0,1,Sialkot,Gujranwala Electric Power Company (GEPCO),597,25984.1
19,22.0,3.0,7.0,1.0,0,9,Multan,Multan Electric Power Company (MEPCO),643,28630.05
8,17.0,2.0,9.0,1.0,0,10,Abbottabad,Peshawar Electric Supply Company (PESCO),482,19937.17
12,23.0,2.0,10.0,1.0,0,4,Sialkot,Gujranwala Electric Power Company (GEPCO),374,14542.62
15,22.0,3.0,14.0,1.0,0,8,Multan,Multan Electric Power Company (MEPCO),654,29263.82
20,23.0,3.0,4.0,1.0,0,6,Rawalpindi,Islamabad Electric Supply Company (IESCO),610,26728.75
20,22.0,3.0,13.0,12.0,0,4,Abbottabad,Peshawar Electric Supply Company (PESCO),718,33064.24
20,23.0,1.0,6.0,1.0,0,2,Abbottabad,Peshawar Electric Supply Company (PESCO),336,12720.78
23,22.0,0.0,7.0,1.0,0,9,Islamabad,Islamabad Electric Supply Company (IESCO),328,12337.23
21,22.0,2.0,17.0,12.0,0,2,Karachi,K-Electric (KE),743,34661.63
21,22.0,2.0,3.0,1.0,0,10,Peshawar,Peshawar Electric Supply Company (PESCO),425,17053.78
10,19.0,1.0,11.0,1.0,0,12,Gwadar,Quetta Electric Supply Company (QESCO),497,20695.95
23,23.0,1.0,7.0,12.0,0,3,Gwadar,Quetta Electric Supply Company (QESCO),706,32297.49
5,20.0,0.0,18.0,1.0,0,8,Quetta,Quetta Electric Supply Company (QESCO),518,21788.11
10,23.0,1.0,3.0,1.0,0,5,Sukkur,Sukkur Electric Power Company (SEPCO),279,10109.71
17,23.0,1.0,11.0,1.0,0,8,Bahawalpur,Multan Electric Power Company (MEPCO),628,27765.82
5,20.0,0.0,19.0,1.0,0,1,Faisalabad,Faisalabad Electric Supply Company (FESCO),466,19127.8
21,23.0,1.0,7.0,1.0,0,1,Faisalabad,Faisalabad Electric Supply Company (FESCO),524,22101.58
13,23.0,3.0,15.0,1.0,0,3,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),680,30761.82
22,23.0,3.0,12.0,1.0,0,7,Sialkot,Gujranwala Electric Power Company (GEPCO),518,21788.11
21,23.0,3.0,16.0,1.0,0,11,Quetta,Quetta Electric Supply Company (QESCO),514,21579.14
10,22.0,3.0,11.0,1.0,0,10,Peshawar,Peshawar Electric Supply Company (PESCO),611,26786.36
11,22.0,2.0,20.0,1.0,0,2,Multan,Multan Electric Power Company (MEPCO),558,23877.9
12,22.0,0.0,8.0,1.0,0,7,Faisalabad,Faisalabad Electric Supply Company (FESCO),286,10404.75
16,23.0,0.0,15.0,12.0,0,6,Hyderabad,Hyderabad Electric Supply Company (HESCO),480,19836.0
9,18.0,1.0,9.0,1.0,0,12,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),446,18116.08
7,23.0,1.0,6.0,1.0,0,11,Peshawar,Peshawar Electric Supply Company (PESCO),301,11042.77
19,23.0,2.0,22.0,1.0,0,11,Hyderabad,Hyderabad Electric Supply Company (HESCO),720,33192.03
14,23.0,3.0,8.0,1.0,0,2,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),601,26210.21
5,17.0,0.0,15.0,7.0,0,11,Peshawar,Peshawar Electric Supply Company (PESCO),467,19178.38
11,23.0,1.0,7.0,1.0,0,5,Islamabad,Islamabad Electric Supply Company (IESCO),531,22467.3
10,22.0,2.0,13.0,1.0,0,7,Peshawar,Peshawar Electric Supply Company (PESCO),588,25478.64
6,17.0,1.0,10.0,1.0,0,8,Rawalpindi,Islamabad Electric Supply Company (IESCO),232,8128.73
18,22.0,1.0,18.0,1.0,0,3,Gwadar,Quetta Electric Supply Company (QESCO),543,23094.23
16,22.0,2.0,22.0,1.0,0,11,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),662,29724.74
11,22.0,2.0,20.0,12.0,0,7,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),622,27420.13
14,22.0,3.0,16.0,1.0,0,9,Sialkot,Gujranwala Electric Power Company (GEPCO),486,20139.51
22,22.0,1.0,13.0,1.0,0,11,Islamabad,Islamabad Electric Supply Company (IESCO),568,24400.35
6,20.0,0.0,3.0,1.0,0,3,Sargodha,Faisalabad Electric Supply Company (FESCO),281,10194.0
23,22.0,1.0,22.0,12.0,0,3,Hyderabad,Hyderabad Electric Supply Company (HESCO),668,30070.43
20,22.0,0.0,5.0,1.0,0,1,Multan,Multan Electric Power Company (MEPCO),519,21840.36
11,23.0,3.0,16.0,1.0,0,11,Abbottabad,Peshawar Electric Supply Company (PESCO),514,21579.14
9,23.0,3.0,18.0,1.0,0,2,Lahore,Lahore Electric Supply Company (LESCO),506,21161.18
12,23.0,2.0,9.0,1.0,0,7,Lahore,Lahore Electric Supply Company (LESCO),541,22989.74
7,21.0,3.0,6.0,1.0,0,9,Abbottabad,Peshawar Electric Supply Company (PESCO),313,11618.09
14,23.0,2.0,4.0,1.0,0,6,Abbottabad,Peshawar Electric Supply Company (PESCO),560,23982.39
19,23.0,3.0,14.0,1.0,0,10,Rawalpindi,Islamabad Electric Supply Company (IESCO),694,31568.43
5,22.0,2.0,14.0,1.0,0,4,Rawalpindi,Islamabad Electric Supply Company (IESCO),468,19228.97
7,17.0,0.0,11.0,7.0,0,11,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),431,17357.3
17,22.0,1.0,16.0,1.0,0,4,Sargodha,Faisalabad Electric Supply Company (FESCO),651,29090.97
12,22.0,2.0,5.0,1.0,0,9,Abbottabad,Peshawar Electric Supply Company (PESCO),568,24400.35
8,17.0,3.0,6.0,1.0,0,7,Faisalabad,Faisalabad Electric Supply Company (FESCO),370,14350.85
15,22.0,1.0,3.0,1.0,0,9,Quetta,Quetta Electric Supply Company (QESCO),393,15453.54
21,22.0,2.0,15.0,1.0,0,6,Multan,Multan Electric Power Company (MEPCO),525,22153.83
13,22.0,0.0,15.0,12.0,0,1,Quetta,Quetta Electric Supply Company (QESCO),493,20493.61
16,23.0,1.0,15.0,12.0,0,6,Peshawar,Peshawar Electric Supply Company (PESCO),697,31741.27
6,21.0,3.0,6.0,7.0,0,1,Sukkur,Sukkur Electric Power Company (SEPCO),553,23616.68
18,23.0,1.0,22.0,1.0,0,7,Peshawar,Peshawar Electric Supply Company (PESCO),756,35492.27
10,23.0,3.0,4.0,1.0,0,8,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),373,14494.67
7,22.0,3.0,8.0,1.0,0,12,Multan,Multan Electric Power Company (MEPCO),461,18874.87
9,21.0,1.0,4.0,1.0,0,1,Faisalabad,Faisalabad Electric Supply Company (FESCO),469,19279.55
13,23.0,3.0,15.0,1.0,0,1,Sukkur,Sukkur Electric Power Company (SEPCO),678,30646.58
8,20.0,0.0,9.0,1.0,0,12,Sargodha,Faisalabad Electric Supply Company (FESCO),404,15991.48
8,18.0,2.0,20.0,1.0,0,5,Gwadar,Quetta Electric Supply Company (QESCO),515,21631.38
7,23.0,3.0,15.0,1.0,0,4,Peshawar,Peshawar Electric Supply Company (PESCO),432,17407.88
13,22.0,3.0,11.0,12.0,0,8,Hyderabad,Hyderabad Electric Supply Company (HESCO),519,21840.36
17,22.0,0.0,19.0,1.0,0,12,Bahawalpur,Multan Electric Power Company (MEPCO),606,26498.29
6,20.0,2.0,14.0,1.0,0,5,Quetta,Quetta Electric Supply Company (QESCO),482,19937.17
22,23.0,0.0,11.0,1.0,0,1,Bahawalpur,Multan Electric Power Company (MEPCO),461,18874.87
18,23.0,2.0,13.0,12.0,0,6,Hyderabad,Hyderabad Electric Supply Company (HESCO),570,24504.84
22,23.0,3.0,10.0,12.0,0,4,Hyderabad,Hyderabad Electric Supply Company (HESCO),799,38239.77
21,23.0,0.0,4.0,1.0,0,7,Abbottabad,Peshawar Electric Supply Company (PESCO),575,24766.06
9,23.0,1.0,4.0,1.0,0,1,Multan,Multan Electric Power Company (MEPCO),330,12433.12
19,22.0,3.0,8.0,1.0,0,1,Lahore,Lahore Electric Supply Company (LESCO),500,20847.71
9,18.0,0.0,14.0,7.0,0,8,Gwadar,Quetta Electric Supply Company (QESCO),575,24766.06
10,21.0,0.0,11.0,7.0,0,2,Peshawar,Peshawar Electric Supply Company (PESCO),453,18470.18
20,22.0,0.0,14.0,1.0,0,8,Sialkot,Gujranwala Electric Power Company (GEPCO),615,27016.82
20,22.0,3.0,4.0,1.0,0,6,Sukkur,Sukkur Electric Power Company (SEPCO),586,25366.31
9,19.0,1.0,15.0,1.0,0,1,Abbottabad,Peshawar Electric Supply Company (PESCO),361,13919.36
9,21.0,1.0,4.0,1.0,0,9,Sialkot,Gujranwala Electric Power Company (GEPCO),382,14926.16
6,20.0,3.0,9.0,1.0,0,9,Sialkot,Gujranwala Electric Power Company (GEPCO),301,11042.77
22,22.0,2.0,17.0,1.0,0,1,Sukkur,Sukkur Electric Power Company (SEPCO),739,34406.04
23,22.0,3.0,4.0,1.0,0,2,Sialkot,Gujranwala Electric Power Company (GEPCO),488,20240.68
11,22.0,1.0,18.0,1.0,0,5,Peshawar,Peshawar Electric Supply Company (PESCO),646,28802.9
18,23.0,1.0,8.0,1.0,0,9,Karachi,K-Electric (KE),533,22571.79
13,23.0,3.0,4.0,1.0,0,3,Islamabad,Islamabad Electric Supply Company (IESCO),625,27592.98
18,22.0,2.0,7.0,1.0,0,12,Quetta,Quetta Electric Supply Company (QESCO),401,15839.73
15,23.0,1.0,18.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),586,25366.31
13,22.0,0.0,6.0,12.0,0,10,Islamabad,Islamabad Electric Supply Company (IESCO),388,15213.82
23,22.0,0.0,17.0,1.0,0,10,Sukkur,Sukkur Electric Power Company (SEPCO),438,17711.4
15,23.0,1.0,8.0,1.0,0,9,Sukkur,Sukkur Electric Power Company (SEPCO),435,17559.64
6,19.0,0.0,14.0,1.0,0,3,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),327,12289.29
7,20.0,0.0,12.0,1.0,0,3,Multan,Multan Electric Power Company (MEPCO),341,12960.49
16,22.0,2.0,21.0,1.0,0,9,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),498,20746.54
22,23.0,1.0,22.0,1.0,0,9,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),585,25310.15
11,23.0,1.0,20.0,12.0,0,5,Sukkur,Sukkur Electric Power Company (SEPCO),658,29494.28
5,22.0,0.0,3.0,1.0,0,3,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),186,6259.41
11,22.0,3.0,14.0,1.0,0,8,Islamabad,Islamabad Electric Supply Company (IESCO),474,19532.48
18,22.0,3.0,17.0,1.0,0,1,Hyderabad,Hyderabad Electric Supply Company (HESCO),743,34661.63
11,22.0,1.0,13.0,1.0,0,2,Karachi,K-Electric (KE),554,23668.92
5,18.0,3.0,21.0,1.0,0,9,Karachi,K-Electric (KE),614,26959.21
14,23.0,0.0,3.0,1.0,0,4,Peshawar,Peshawar Electric Supply Company (PESCO),274,9898.96
11,22.0,2.0,4.0,1.0,0,12,Abbottabad,Peshawar Electric Supply Company (PESCO),533,22571.79
21,22.0,0.0,8.0,1.0,0,10,Bahawalpur,Multan Electric Power Company (MEPCO),393,15453.54
6,20.0,0.0,21.0,1.0,0,10,Quetta,Quetta Electric Supply Company (QESCO),381,14878.22
8,19.0,3.0,7.0,1.0,0,11,Gwadar,Quetta Electric Supply Company (QESCO),520,21892.6
14,22.0,2.0,6.0,12.0,0,11,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),568,24400.35
19,22.0,1.0,7.0,12.0,0,12,Faisalabad,Faisalabad Electric Supply Company (FESCO),587,25422.47
